k,avg_sample_mean
1,0.617
2,0.614
3,0.6203333333333333
4,0.635
5,0.616
6,0.6265
7,0.6247142857142858
8,0.6195
9,0.6191111111111111
10,0.6256
11,0.6158181818181817
12,0.6291666666666667
13,0.6234615384615384
14,0.6292857142857142
15,0.6262
16,0.61975
17,0.6234117647058823
18,0.6170555555555556
19,0.6255263157894736
20,0.6192000000000001
21,0.6238095238095238
22,0.6281818181818183
23,0.622695652173913
24,0.620125
25,0.62632
26,0.6233846153846153
27,0.6247407407407406
28,0.6216785714285714
29,0.6273103448275863
30,0.621
31,0.6304838709677419
32,0.6235625
33,0.6251818181818183
34,0.6190882352941176
35,0.6222857142857142
36,0.621361111111111
37,0.6257837837837837
38,0.6228157894736842
39,0.6244102564102564
40,0.627725
41,0.622780487804878
42,0.620547619047619
43,0.6211860465116279
44,0.6236590909090909
45,0.6251555555555556
46,0.6230652173913044
47,0.6239574468085106
48,0.6229583333333333
49,0.6242653061224489
50,0.62444
51,0.6231960784313725
52,0.6238076923076923
53,0.6218113207547169
54,0.6224444444444445
55,0.6227636363636363
56,0.6216964285714286
57,0.6256315789473685
58,0.6224137931034484
59,0.6233559322033898
60,0.6238333333333332
61,0.6219344262295082
62,0.6249193548387096
63,0.6234920634920634
64,0.622265625
65,0.6227076923076923
66,0.6223484848484848
67,0.6218507462686568
68,0.6246911764705882
69,0.6199420289855072
70,0.6238857142857143
71,0.6226619718309859
72,0.6226944444444443
73,0.6235205479452055
74,0.6232162162162163
75,0.6238133333333333
76,0.6251710526315789
77,0.6233636363636363
78,0.6244871794871794
79,0.6238860759493671
80,0.626575
81,0.6254938271604937
82,0.6231463414634145
83,0.6248795180722891
84,0.6212142857142858
85,0.6247058823529411
86,0.6241162790697674
87,0.6212988505747127
88,0.622715909090909
89,0.6235955056179775
90,0.6223555555555553
91,0.6225054945054944
92,0.6240217391304348
93,0.6244086021505377
94,0.6239468085106383
95,0.6225368421052632
96,0.6244791666666667
97,0.6206597938144329
98,0.6216632653061225
99,0.6238888888888889
100,0.62288
101,0.6228118811881188
102,0.6246078431372548
103,0.6238543689320388
104,0.6244230769230769
105,0.6255047619047617
106,0.6216886792452828
107,0.6258224299065421
108,0.6230370370370371
109,0.6251009174311927
110,0.6238272727272728
111,0.6218288288288288
112,0.6253839285714285
113,0.6212389380530974
114,0.6246754385964912
115,0.6240173913043479
116,0.6229655172413793
117,0.6219487179487178
118,0.6240508474576272
119,0.6250084033613444
120,0.6236416666666666
121,0.623801652892562
122,0.6242377049180328
123,0.6253658536585365
124,0.6246451612903225
125,0.6249439999999999
126,0.6221428571428571
127,0.6249527559055118
128,0.62390625
129,0.6212868217054264
130,0.6224538461538461
131,0.6240152671755725
132,0.6237575757575757
133,0.623984962406015
134,0.6234477611940298
135,0.6227333333333334
136,0.6225147058823529
137,0.6232189781021898
138,0.6240507246376812
139,0.6223525179856115
140,0.6244214285714286
141,0.6232411347517732
142,0.6240140845070423
143,0.6241118881118881
144,0.6245902777777779
145,0.6234551724137931
146,0.6243767123287672
147,0.6223197278911565
148,0.6237027027027027
149,0.6243087248322148
150,0.6221733333333332
151,0.6233973509933775
152,0.6258289473684211
153,0.6253267973856208
154,0.6238506493506493
155,0.6240258064516129
156,0.6250192307692307
157,0.6228598726114649
158,0.6235506329113925
159,0.6219308176100629
160,0.624125
161,0.6239565217391305
162,0.6229197530864198
163,0.6235337423312883
164,0.6241646341463415
165,0.623290909090909
166,0.6234638554216867
167,0.6208922155688623
168,0.622327380952381
169,0.6221952662721895
170,0.6231411764705881
171,0.6239766081871344
172,0.623203488372093
173,0.623971098265896
174,0.6235402298850575
175,0.6224342857142857
176,0.6247443181818182
177,0.6234519774011299
178,0.6236404494382023
179,0.6232011173184357
180,0.6235
181,0.6247237569060774
182,0.6232197802197802
183,0.6236721311475409
184,0.6247445652173913
185,0.623772972972973
186,0.6242741935483871
187,0.6244064171122994
188,0.6224042553191489
189,0.6224920634920637
190,0.6242368421052631
191,0.6236282722513089
192,0.622203125
193,0.6228549222797929
194,0.6240927835051545
195,0.6223076923076922
196,0.6226989795918366
197,0.6248984771573605
198,0.6219646464646464
199,0.6246381909547738
200,0.62411
201,0.6232039800995025
202,0.6236831683168316
203,0.6253349753694581
204,0.6239313725490196
205,0.6244731707317073
206,0.6224902912621358
207,0.6231642512077294
208,0.6242067307692307
209,0.6232631578947369
210,0.6238714285714284
211,0.6215308056872039
212,0.6231603773584906
213,0.6242863849765258
214,0.6217523364485981
215,0.6231534883720931
216,0.6240462962962963
217,0.623741935483871
218,0.6248394495412845
219,0.6244885844748858
220,0.6221136363636364
221,0.6245294117647059
222,0.6212477477477478
223,0.6239417040358745
224,0.6219821428571429
225,0.6238266666666666
226,0.6222522123893806
227,0.6245286343612334
228,0.6222149122807018
229,0.6243144104803493
230,0.6234217391304349
231,0.6231298701298701
232,0.6250043103448276
233,0.6236652360515023
234,0.6241837606837605
235,0.6241787234042554
236,0.6221313559322034
237,0.6242911392405063
238,0.6226386554621847
239,0.6237531380753139
240,0.623475
241,0.6241825726141078
242,0.6229752066115702
243,0.6244938271604937
244,0.6233073770491804
245,0.6236897959183673
246,0.6230528455284552
247,0.6242591093117409
248,0.6257258064516129
249,0.6230481927710844
250,0.6244959999999999
251,0.6239282868525897
252,0.6232380952380953
253,0.6223359683794467
254,0.6226732283464567
255,0.6230313725490195
256,0.62283984375
257,0.6245291828793773
258,0.6225891472868218
259,0.6231389961389961
260,0.6218153846153847
261,0.6228582375478927
262,0.6236335877862595
263,0.6241787072243346
264,0.6238560606060606
265,0.6236150943396226
266,0.6217593984962407
267,0.6238014981273409
268,0.6235559701492539
269,0.6237657992565055
270,0.6231444444444445
271,0.6235387453874539
272,0.6213933823529412
273,0.6227289377289376
274,0.6228832116788321
275,0.6247054545454546
276,0.6254239130434782
277,0.6247472924187726
278,0.6220863309352517
279,0.6231254480286739
280,0.6236821428571429
281,0.6241387900355873
282,0.6248014184397164
283,0.6228091872791519
284,0.6230563380281691
285,0.6221473684210526
286,0.6237447552447551
287,0.6234529616724739
288,0.6234444444444444
289,0.6242768166089966
290,0.6239655172413793
291,0.6253436426116837
292,0.622445205479452
293,0.6231262798634811
294,0.6228639455782313
295,0.6230813559322035
296,0.6242804054054054
297,0.6238417508417509
298,0.6232248322147651
299,0.6226923076923077
300,0.62362
