k,avg_sample_mean
1,0.806
2,0.8235
3,0.8203333333333332
4,0.8315
5,0.8284
6,0.8271666666666667
7,0.8201428571428571
8,0.818875
9,0.8163333333333335
10,0.8186
11,0.8193636363636363
12,0.8178333333333333
13,0.8230769230769233
14,0.82
15,0.8236666666666668
16,0.824375
17,0.8165882352941177
18,0.8186111111111112
19,0.8211578947368421
20,0.8230999999999999
21,0.8229047619047619
22,0.8228636363636362
23,0.8220869565217391
24,0.8204583333333333
25,0.8184000000000001
26,0.8199615384615385
27,0.8207777777777778
28,0.8233571428571429
29,0.823344827586207
30,0.8191333333333335
31,0.8216129032258064
32,0.81909375
33,0.8229696969696969
34,0.8221176470588236
35,0.8217142857142857
36,0.8226944444444445
37,0.8208918918918919
38,0.8221578947368421
39,0.8173076923076925
40,0.820725
41,0.8198048780487805
42,0.8220952380952381
43,0.8199302325581393
44,0.8172045454545455
45,0.8223333333333335
46,0.8218260869565217
47,0.8226595744680851
48,0.8234375
49,0.8197755102040816
50,0.8205399999999999
51,0.8223333333333335
52,0.82
53,0.8222075471698114
54,0.8195370370370371
55,0.8199454545454546
56,0.8224107142857143
57,0.8207368421052631
58,0.8214482758620688
59,0.8220338983050847
60,0.8186333333333334
61,0.8211803278688525
62,0.8194516129032258
63,0.8185714285714286
64,0.820296875
65,0.8215846153846155
66,0.8211818181818182
67,0.8222388059701493
68,0.8223823529411765
69,0.820304347826087
70,0.8242000000000002
71,0.820338028169014
72,0.822861111111111
73,0.8203972602739725
74,0.8199054054054055
75,0.822
76,0.821657894736842
77,0.8204285714285715
78,0.8202051282051284
79,0.8221012658227849
80,0.8196
81,0.8218641975308641
82,0.8206829268292682
83,0.8193373493975903
84,0.8227857142857143
85,0.8206470588235296
86,0.8213255813953488
87,0.8217586206896551
88,0.8213636363636363
89,0.8204719101123595
90,0.8209888888888891
91,0.8211648351648354
92,0.8204565217391304
93,0.8203870967741934
94,0.8202765957446809
95,0.8197894736842105
96,0.82034375
97,0.8215051546391753
98,0.8211530612244898
99,0.8202525252525252
100,0.82128
101,0.8201584158415842
102,0.8214313725490198
103,0.8220582524271844
104,0.821375
105,0.8208190476190478
106,0.8223018867924529
107,0.8231028037383177
108,0.8221111111111111
109,0.8208715596330276
110,0.8208000000000001
111,0.8198018018018018
112,0.8212321428571429
113,0.8219557522123894
114,0.8206140350877192
115,0.8205130434782609
116,0.8218965517241379
117,0.8216666666666669
118,0.8216440677966103
119,0.8208067226890757
120,0.8218833333333334
121,0.8211157024793388
122,0.8203196721311476
123,0.8206910569105692
124,0.8189516129032258
125,0.821984
126,0.8217460317460319
127,0.8190472440944884
128,0.8211328125
129,0.8218372093023254
130,0.8214923076923079
131,0.8219923664122137
132,0.8212424242424242
133,0.8214210526315788
134,0.8201940298507463
135,0.8215851851851851
136,0.8216176470588236
137,0.8215328467153286
138,0.8202898550724638
139,0.8212158273381295
140,0.8219642857142858
141,0.8210992907801418
142,0.8211901408450704
143,0.8199860139860141
144,0.8198680555555555
145,0.8208551724137931
146,0.8204931506849314
147,0.8211632653061224
148,0.8204797297297298
149,0.8199127516778524
150,0.8201733333333333
151,0.8220860927152319
152,0.8216315789473685
153,0.8208692810457517
154,0.8203376623376624
155,0.8197870967741935
156,0.8219423076923077
157,0.8211019108280254
158,0.8214430379746835
159,0.8207924528301888
160,0.82084375
161,0.8207329192546583
162,0.8215061728395062
163,0.8209018404907975
164,0.8205548780487805
165,0.8209939393939394
166,0.8190361445783133
167,0.821437125748503
168,0.8202261904761905
169,0.8211301775147929
170,0.8206235294117649
171,0.8214385964912281
172,0.8220523255813953
173,0.8200867052023123
174,0.821706896551724
175,0.8211085714285714
176,0.8213011363636364
177,0.8205875706214689
178,0.8201685393258428
179,0.8201061452513968
180,0.8208944444444444
181,0.8208950276243093
182,0.8205879120879122
183,0.8216885245901638
184,0.8213206521739131
185,0.8213243243243243
186,0.8214623655913977
187,0.82051871657754
188,0.8195691489361703
189,0.8212539682539682
190,0.822
191,0.8213507853403141
192,0.8223177083333334
193,0.8207512953367874
194,0.8206288659793817
195,0.8198717948717951
